Symbol,Company Name,Industry,Market Cap
HYAC,Haymaker Acquisition Corp. III,Shell Companies,110666457
HYFM,"Hydrofarm Holdings Group, Inc.",Farm & Heavy Construction Machinery,43952180
HYLN,Hyliion Holdings Corp.,Auto Parts,107227874
HYMC,Hycroft Mining Holding Corporation,Gold,43278565
HYPR,"Hyperfine, Inc.",Medical Devices,89894448
HYW,Hywin Holdings Ltd.,Asset Management,199360000
HYZN,Hyzon Motors Inc.,Auto Manufacturers,194927467
HZO,"MarineMax, Inc.",Specialty Retail,594212760
IAC,IAC Inc.,Internet Content & Information,3648455085
IAG,IAMGOLD Corporation,Gold,1241238000
IART,Integra LifeSciences Holdings Corporation,Medical Devices,2740843548
IAS,Integral Ad Science Holding Corp.,Advertising Agencies,1760746000
IAUX,i-80 Gold Corp.,Gold,416959123
IBCP,Independent Bank Corporation,Banks - Regional,409295315
IBEX,IBEX Limited,Information Technology Services,290116815
IBIO,"iBio, Inc.",Biotechnology,7034558
IBKR,"Interactive Brokers Group, Inc.",Capital Markets,33310658078
IBM,International Business Machines Corporation,Information Technology Services,129936788062
IBN,ICICI Bank Limited,Banks - Regional,78940039521
IBOC,International Bancshares Corporation,Banks - Regional,2695404216
IBP,"Installed Building Products, Inc.",Building Products & Equipment,3114369972
IBRX,"ImmunityBio, Inc.",Biotechnology,2056177249
IBTX,"Independent Bank Group, Inc.",Banks - Regional,1483405980
ICAD,"iCAD, Inc.",Medical Devices,33849204
ICCC,ImmuCell Corporation,Biotechnology,38192020
ICCH,"ICC Holdings, Inc.",Insurance - Specialty,49627338
ICCM,IceCure Medical Ltd,Medical Devices,35134580
ICCT,iCoreConnect Inc.,Health Information Services,13919216
ICD,"Independence Contract Drilling, Inc.",Oil & Gas Drilling,38310656
ICE,"Intercontinental Exchange, Inc.",Financial Data & Stock Exchanges,59408714182
ICFI,"ICF International, Inc.",Consulting Services,2325496920
ICG,Intchains Group Limited,Semiconductors,550230840
ICHR,"Ichor Holdings, Ltd.",Semiconductor Equipment & Materials,702057600
ICL,ICL Group Ltd,Agricultural Inputs,6356889979
ICLK,iClick Interactive Asia Group Limited,Advertising Agencies,18917199
ICLR,ICON PLC,Diagnostics & Research,19604528510
ICMB,"Investcorp Credit Management BDC, Inc.",Asset Management,46992492
ICPT,"Intercept Pharmaceuticals, Inc.",Biotechnology,791011144
ICU,SeaStar Medical Holding Corporation,Biotechnology,19446000
ICUI,"ICU Medical, Inc.",Medical Instruments & Supplies,2375696637
ICVX,"Icosavax, Inc.",Biotechnology,309788454
"ID","PARTS iD, Inc.",Internet Retail,3791081
IDA,"IDACORP, Inc.",Utilities - Regulated Electric,4772975640
IDAI,T Stamp Inc.,Software - Application,9478576
IDCC,"InterDigital, Inc.",Telecom Services,1981324713
IDEX,"Ideanomics, Inc.",Farm & Heavy Construction Machinery,25787530
IDN,"Intellicheck, Inc.",Software - Application,34349550
IDR,"Idaho Strategic Resources, Inc.",Gold,65572275
IDT,IDT Corporation,Telecom Services,702260284
IDXX,"IDEXX Laboratories, Inc.",Diagnostics & Research,32905285236
IDYA,"IDEAYA Biosciences, Inc.",Biotechnology,1506359792
IE,Ivanhoe Electric Inc.,Software - Application,1169363800
IEP,Icahn Enterprises L.P.,Conglomerates,6606159551
IESC,"IES Holdings, Inc.",Engineering & Construction,1236533584
IEX,IDEX Corporation,Specialty Industrial Machinery,14404391139
IFBD,"Infobird Co., Ltd",Software - Application,9589955
IFF,International Flavors & Fragrances Inc.,Specialty Chemicals,16657810258
IFIN,InFinT Acquisition Corporation,Shell Companies,171134250
IFRX,InflaRx N.V.,Biotechnology,100101610
IFS,Intercorp Financial Services Inc.,Banks - Regional,2179091840
IGC,IGC Pharma Inc,Conglomerates,18666122
IGIC,International General Insurance Holdings Ltd.,Insurance - Diversified,515793366
IGMS,"IGM Biosciences, Inc.",Biotechnology,241633986
IGT,International Game Technology PLC,Gambling,5291740849
IGTA,Inception Growth Acquisition Limited,Shell Companies,75623308
IH,iHuman Inc.,Education & Training Services,137733615
IHG,InterContinental Hotels Group PLC,Lodging,12206161999
IHRT,"iHeartMedia, Inc.",Broadcasting,321047520
IHS,IHS Holding Limited,Telecom Services,1647315091
IHT,InnSuites Hospitality Trust,REIT - Hotel & Motel,10807452
III,"Information Services Group, Inc.",Information Technology Services,195687531
IIIN,"Insteel Industries, Inc.",Metal Fabrication,531294202
IIIV,"i3 Verticals, Inc.",Software - Infrastructure,604789396
IINN,Inspira Technologies Oxy B.H.N. Ltd.,Medical Devices,15156552
IIPR,"Innovative Industrial Properties, Inc.",REIT - Industrial,1967286400
IKNA,"Ikena Oncology, Inc.",Biotechnology,164375625
IKT,"Inhibikase Therapeutics, Inc.",Biotechnology,4651443
ILAG,Intelligent Living Application Group Inc.,Building Products & Equipment,14448000
ILMN,"Illumina, Inc.",Diagnostics & Research,17075821000
ILPT,Industrial Logistics Properties Trust,REIT - Industrial,161317310
IMAB,I-Mab,Biotechnology,106584052
IMAQ,International Media Acquisition Corp.,Shell Companies,96105826
IMAX,IMAX Corporation,Entertainment,995178222
IMCC,IM Cannabis Corp.,Drug Manufacturers - Specialty & Generic,6430507
IMCR,Immunocore Holdings plc,Biotechnology,2142650114
IMGN,"ImmunoGen, Inc.",Biotechnology,3495159832
IMKTA,"Ingles Markets, Incorporated",Grocery Stores,1537976487
IMMP,Immutep Limited,Biotechnology,232049495
IMMR,Immersion Corporation,Software - Application,202799035
IMMX,"Immix Biopharma, Inc.",Biotechnology,65144441
IMNM,"Immunome, Inc.",Biotechnology,376016080
IMNN,"Imunon, Inc.",Biotechnology,9367860
IMO,Imperial Oil Limited,Oil & Gas Integrated,33752361727
IMOS,ChipMOS TECHNOLOGIES INC.,Semiconductors,910504480
IMPL,Impel Pharmaceuticals Inc.,Biotechnology,5182032
IMPP,Imperial Petroleum Inc.,Oil & Gas E&P,40939680
IMRN,Immuron Limited,Biotechnology,10812998
IMRX,Immuneering Corporation,Biotechnology,174413440
IMTE,Integrated Media Technology Limited,Electronic Components,5457792
IMTX,Immatics N.V.,Biotechnology,591727808
IMUX,"Immunic, Inc.",Biotechnology,45264331
IMVT,"Immunovant, Inc.",Biotechnology,4728003057
IMXI,"International Money Express, Inc.",Software - Infrastructure,562088421
INAB,"IN8bio, Inc.",Biotechnology,29705034
INAQ,Insight Acquisition Corp.,Shell Companies,73649896
INBK,First Internet Bancorp,Banks - Regional,143916522
INBS,Intelligent Bio Solutions Inc.,Diagnostics & Research,1048171
INBX,"Inhibrx, Inc.",Biotechnology,634935628
INCR,InterCure Ltd.,Drug Manufacturers - Specialty & Generic,47851335
INCY,Incyte Corporation,Biotechnology,11688430080
INDB,Independent Bank Corp.,Banks - Regional,2155012440
INDI,"indie Semiconductor, Inc.",Semiconductor Equipment & Materials,778007900
INDO,Indonesia Energy Corporation Limited,Oil & Gas E&P,36819015
INDP,"Indaptus Therapeutics, Inc.",Biotechnology,19051061
INDV,Indivior PLC,Drug Manufacturers - Specialty & Generic,2801541120
INFA,Informatica Inc.,Software - Infrastructure,5434541281
INFN,Infinera Corporation,Communication Equipment,651271880
INFU,"InfuSystem Holdings, Inc.",Medical Instruments & Supplies,207600328
INFY,Infosys Limited,Information Technology Services,68481270528
ING,ING Groep N.V.,Banks - Diversified,44997895388
INGN,"Inogen, Inc.",Medical Devices,102519690
INGR,Ingredion Incorporated,Packaged Foods,6182804592
INKT,"MiNK Therapeutics, Inc.",Biotechnology,33814683
INLX,"Intellinetics, Inc.",Software - Application,17252374
INM,InMed Pharmaceuticals Inc.,Biotechnology,1697377
INMB,"INmune Bio, Inc.",Biotechnology,121826692
INMD,InMode Ltd.,Medical Devices,1583065032
INN,"Summit Hotel Properties, Inc.",REIT - Hotel & Motel,598128120
INNV,InnovAge Holding Corp.,Medical Care Facilities,732382420
INO,"Inovio Pharmaceuticals, Inc.",Biotechnology,99723903
INOD,Innodata Inc.,Information Technology Services,206297523
INPX,Inpixon,Software - Application,9169913
INSE,"Inspired Entertainment, Inc.",Gambling,265999660
INSG,Inseego Corp.,Communication Equipment,38591465
INSM,Insmed Incorporated,Biotechnology,3404875600
INSP,"Inspire Medical Systems, Inc.",Medical Devices,4278318488
INST,"Instructure Holdings, Inc.",Software - Application,3490342034
INSW,"International Seaways, Inc.",Oil & Gas Midstream,2349634176
INTA,"Intapp, Inc.",Software - Application,2355778032
INTC,Intel Corporation,Semiconductors,150469040000
INTE,Integral Acquisition Corporation 1,Shell Companies,63300957
INTG,The InterGroup Corporation,Lodging,60993965
INTR,"Inter & Co, Inc.",Banks - Regional,1775814635
INTS,"Intensity Therapeutics, Inc.",Biotechnology,42383324
INTT,inTEST Corporation,Semiconductor Equipment & Materials,156102300
INTU,Intuit Inc.,Software - Application,136626266400
INTZ,Intrusion Inc.,Software - Infrastructure,7222872
INUV,"Inuvo, Inc.",Advertising Agencies,25520380
INVA,"Innoviva, Inc.",Biotechnology,808517160
INVE,"Identiv, Inc.",Computer Hardware,142016972
INVH,Invitation Homes Inc.,REIT - Residential,17912011128
INVO,"INVO Bioscience, Inc.",Medical Devices,3256783
INVZ,Innoviz Technologies Ltd.,Auto Parts,220233600
INZY,"Inozyme Pharma, Inc.",Biotechnology,180868021
IOAC,Innovative International Acquisition Corp.,Shell Companies,104492336
IOBT,"IO Biotech, Inc.",Biotechnology,56657574
IONM,Assure Holdings Corp.,Medical Care Facilities,1650545
IONQ,"IonQ, Inc.",Computer Hardware,1924652576
IONR,ioneer Ltd,Other Industrial Metals & Mining,201965225
IONS,"Ionis Pharmaceuticals, Inc.",Biotechnology,6306344000
IOR,"Income Opportunity Realty Investors, Inc.",Mortgage Finance,49103870
IOSP,Innospec Inc.,Specialty Chemicals,2427170260
IOT,Samsara Inc.,Software - Infrastructure,12277148033
IOVA,"Iovance Biotherapeutics, Inc.",Biotechnology,916774870
IP,International Paper Company,Packaging & Containers,11552906877
IPA,ImmunoPrecise Antibodies Ltd.,Biotechnology,48347079
IPAR,"Inter Parfums, Inc.",Household & Personal Products,4051001433
IPDN,"Professional Diversity Network, Inc.",Staffing & Employment Services,18452448
IPG,"The Interpublic Group of Companies, Inc.",Advertising Agencies,10708791840
IPGP,IPG Photonics Corporation,Semiconductor Equipment & Materials,3965091570
IPHA,Innate Pharma S.A.,Biotechnology,189876114
IPI,"Intrepid Potash, Inc.",Agricultural Inputs,270357750
IPSC,"Century Therapeutics, Inc.",Biotechnology,80085502
IPVF,InterPrivate III Financial Partners Inc.,Shell Companies,82978465
IPW,iPower Inc.,Internet Retail,13989268
IPWR,Ideal Power Inc.,Electrical Equipment & Parts,44538450
IPX,IperionX Limited,Other Industrial Metals & Mining,150538332
IPXX,Inflection Point Acquisition Corp. II,Shell Companies,319700000
IQ,"iQIYI, Inc.",Entertainment,4903579017
IQV,IQVIA Holdings Inc.,Diagnostics & Research,32441893520
IR,Ingersoll Rand Inc.,Specialty Industrial Machinery,24494447915
IRAA,Iris Acquisition Corp,Shell Companies,147464508
IRBT,iRobot Corporation,"Furnishings, Fixtures & Appliances",907881436
IRDM,Iridium Communications Inc.,Telecom Services,4583725510
IREN,Iris Energy Limited,Capital Markets,201942104
IRIX,IRIDEX Corporation,Medical Devices,51933120
IRM,Iron Mountain Incorporated,REIT - Specialty,17012053080
IRMD,IRadimed Corporation,Medical Devices,505368270
IRON,"Disc Medicine, Inc.",Biotechnology,1034296296
IROQ,"IF Bancorp, Inc.",Banks - Regional,47468015
IRRX,Integrated Rail and Resources Acquisition Corp.,Shell Companies,133652064
IRS,IRSA Inversiones y Representaciones SA,Conglomerates,1284031031
IRT,"Independence Realty Trust, Inc.",REIT - Residential,2716719720
IRTC,"iRhythm Technologies, Inc.",Medical Devices,2348963550
IRWD,"Ironwood Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,1393338899
ISDR,Issuer Direct Corporation,Software - Application,64794022
ISPC,iSpecimen Inc.,Diagnostics & Research,5801907
ISPO,Inspirato Incorporated,Leisure,14222639
ISPR,Ispire Technology Inc.,Tobacco,433363980
ISRG,"Intuitive Surgical, Inc.",Medical Instruments & Supplies,91007091280
ISRL,Israel Acquisitions Corp,Shell Companies,210850925
ISSC,"Innovative Solutions and Support, Inc.",Aerospace & Defense,127188630
ISTR,Investar Holding Corporation,Banks - Regional,94276212
ISUN,"iSun, Inc.",Solar,5681168
IT,"Gartner, Inc.",Information Technology Services,25986303684
ITAQ,"Industrial Tech Acquisitions II, Inc.",Shell Companies,60803318
ITCI,"Intra-Cellular Therapies, Inc.",Drug Manufacturers - Specialty & Generic,4455767492
ITCL,Banco Itaú Chile,Banks - Regional,1928179584
ITGR,Integer Holdings Corporation,Medical Devices,2679458640
ITI,"Iteris, Inc.",Communication Equipment,185071561
ITIC,Investors Title Company,Insurance - Specialty,266161484
ITOS,"iTeos Therapeutics, Inc.",Biotechnology,334918584
ITP,"IT Tech Packaging, Inc.",Paper & Paper Products,3171765
ITRG,Integra Resources Corp.,Other Precious Metals & Mining,50468932
ITRI,"Itron, Inc.",Scientific & Technical Instruments,2583048564
ITRM,Iterum Therapeutics plc,Biotechnology,8607060
ITRN,Ituran Location and Control Ltd.,Communication Equipment,485801712
ITT,ITT Inc.,Specialty Industrial Machinery,7563873000
ITUB,Itaú Unibanco Holding S.A.,Banks - Regional,52935552000
ITW,Illinois Tool Works Inc.,Specialty Industrial Machinery,67272095457
IVA,Inventiva S.A.,Biotechnology,192642191
IVAC,"Intevac, Inc.",Aerospace & Defense,83905613
IVCA,Investcorp India Acquisition Corp,Shell Companies,177051798
IVCB,Investcorp Europe Acquisition Corp I,Shell Companies,302279858
IVCP,Swiftmerge Acquisition Corp.,Shell Companies,82891202
IVDA,"Iveda Solutions, Inc.",Security & Protection Services,11210421
IVP,"Inspire Veterinary Partners, Inc.",Personal Services,10885602
IVR,Invesco Mortgage Capital Inc.,REIT - Mortgage,288877752
IVT,InvenTrust Properties Corp.,REIT - Retail,1651140187
IVVD,"Invivyd, Inc.",Biotechnology,177804720
IVZ,Invesco Ltd.,Asset Management,5822320000
IX,ORIX Corporation,Credit Services,20953728000
IXAQ,IX Acquisition Corp.,Shell Companies,114238289
IXHL,Incannex Healthcare Limited,Drug Manufacturers - Specialty & Generic,62845596
IZEA,"IZEA Worldwide, Inc.",Internet Content & Information,33469117
IZM,ICZOOM Group Inc.,Electronics & Computer Distribution,85399328
J,Jacobs Engineering Group Inc.,Engineering & Construction,16520441600
JACK,Jack in the Box Inc.,Restaurants,1256951080
JAGX,"Jaguar Health, Inc.",Biotechnology,6497815
JAKK,"JAKKS Pacific, Inc.",Leisure,167518979
JAMF,Jamf Holding Corp.,Software - Application,1941331320
JAN,JanOne Inc.,Waste Management,1339802
JANX,"Janux Therapeutics, Inc.",Biotechnology,282830844
JAQC,Jupiter Acquisition Corporation,Shell Companies,61795033
JAZZ,Jazz Pharmaceuticals plc,Biotechnology,7889324608
JBGS,JBG SMITH Properties,REIT - Office,1340569440
JBHT,"J.B. Hunt Transport Services, Inc.",Integrated Freight & Logistics,17504398530
JBI,"Janus International Group, Inc.",Building Products & Equipment,1361086364
JBL,Jabil Inc.,Electronic Components,15407136900
JBLU,JetBlue Airways Corporation,Airlines,1399649933
JBSS,"Sanfilippo (John B.) & Son, Inc",Packaged Foods,1197431045
JBT,John Bean Technologies Corporation,Specialty Industrial Machinery,3242690115
JCI,Johnson Controls International plc,Building Products & Equipment,33077158400
JCSE,JE Cleantech Holdings Limited,Specialty Industrial Machinery,6058071
JCTCF,Jewett-Cameron Trading Company Ltd.,Lumber & Wood Production,16094940
JD,"JD.com, Inc.",Internet Retail,40803618340
JEF,Jefferies Financial Group Inc.,Capital Markets,6731591720
JELD,"JELD-WEN Holding, Inc.",Building Products & Equipment,960920640
JEWL,Adamas One Corp.,Luxury Goods,12829194
JFBR,Jeffs' Brands Ltd,Internet Retail,2916731
JFIN,Jiayin Group Inc.,Internet Content & Information,268425500
JFU,9F Inc.,Information Technology Services,35321077
JG,Aurora Mobile Limited,Software - Infrastructure,15081444
JGGC,Jaguar Global Growth Corporation I,Shell Companies,40994184
JHG,Janus Henderson Group plc,Asset Management,3801851100
JHX,James Hardie Industries plc,Building Materials,10932630083
JILL,"J.Jill, Inc.",Apparel Retail,302601058
JJSF,J&J Snack Foods Corp.,Packaged Foods,2993005368
JKHY,"Jack Henry & Associates, Inc.",Information Technology Services,10176823832
JKS,"JinkoSolar Holding Co., Ltd.",Solar,1517812464
JLL,Jones Lang LaSalle Incorporated,Real Estate Services,5968224255
JMIA,Jumia Technologies AG,Internet Retail,238459920
JMSB,"John Marshall Bancorp, Inc.",Banks - Regional,261332850
JNJ,Johnson & Johnson,Drug Manufacturers - General,354049707948
JNPR,"Juniper Networks, Inc.",Communication Equipment,8490331200
JNVR,Janover Inc.,Software - Infrastructure,7996056
JOAN,JOANN Inc.,Specialty Retail,27448299
JOB,"GEE Group, Inc.",Staffing & Employment Services,60397335
JOBY,"Joby Aviation, Inc.",Airports & Air Services,3573064726
JOE,The St. Joe Company,Real Estate - Diversified,2707877080
JOUT,Johnson Outdoors Inc.,Leisure,496143560
JPM,JPMorgan Chase & Co.,Banks - Diversified,397281228795
JRSH,"Jerash Holdings (US), Inc.",Apparel Manufacturing,38728620
JRVR,"James River Group Holdings, Ltd.",Insurance - Specialty,516518481
JSPR,"Jasper Therapeutics, Inc.",Biotechnology,78834200
JT,Jianpu Technology Inc.,Credit Services,21646848
JTAI,Jet.AI Inc.,Software - Application,13682613
JVA,"Coffee Holding Co., Inc.",Packaged Foods,3943501
JWEL,Jowell Global Ltd.,Internet Retail,5339700
JWN,"Nordstrom, Inc.",Department Stores,2221455720
JWSM,Jaws Mustang Acquisition Corporation,Shell Companies,302448666
JXJT,JX Luxventure Limited,Apparel Manufacturing,8076169
JXN,Jackson Financial Inc.,Insurance - Life,3034795140
JYD,Jayud Global Logistics Limited,Integrated Freight & Logistics,46120752
JYNT,The Joint Corp.,Medical Care Facilities,113315328
JZ,Jianzhi Education Technology Group Company Limited,Education & Training Services,35273288
JZXN,"Jiuzi Holdings, Inc.",Auto & Truck Dealerships,2967895
K,Kellanova Co,Packaged Foods,17185819802
KA,"Kineta, Inc.",Biotechnology,40267110
KACL,Kairous Acquisition Corp. Limited,Shell Companies,50170708
KAI,Kadant Inc.,Specialty Industrial Machinery,2578575652
KALA,"Kala Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,17595622
KALU,Kaiser Aluminum Corporation,Aluminum,904619562
KALV,"KalVista Pharmaceuticals, Inc.",Biotechnology,275916070
KAMN,Kaman Corporation,Aerospace & Defense,516981240
KAR,Openlane Inc.,Auto & Truck Dealerships,1457940600
KARO,Karooooo Ltd.,Software - Application,788634028
KAVL,"Kaival Brands Innovations Group, Inc.",Tobacco,17715652
KB,KB Financial Group Inc.,Banks - Regional,14659061200
KBH,KB Home,Residential Construction,3437672631
KBNT,"Kubient, Inc.",Software - Application,3917382
KBR,"KBR, Inc.",Engineering & Construction,7745527560
KC,Kingsoft Cloud Holdings Limited,Software - Application,1150758480
KCGI,Kensington Capital Acquisition Corp. V,Shell Companies,366217500
KD,"Kyndryl Holdings, Inc.",Information Technology Services,3257133160
KDP,Keurig Dr Pepper Inc.,Beverages - Non-Alcoholic,41977566400
KE,"Kimball Electronics, Inc.",Electrical Equipment & Parts,634046952
KELYA,"Kelly Services, Inc.",Staffing & Employment Services,628159464
KELYB,"Kelly Services, Inc.",Staffing & Employment Services,626315760
KEN,Kenon Holdings Ltd.,Utilities - Independent Power Producers,968482368
KEP,Korea Electric Power Corporation,Utilities - Regulated Electric,7960365901
KEQU,Kewaunee Scientific Corporation,"Furnishings, Fixtures & Appliances",53406215
KERN,Akerna Corp.,Health Information Services,2582469
KEX,Kirby Corporation,Marine Shipping,4396455000
KEY,KeyCorp,Banks - Regional,9436503122
KEYS,"Keysight Technologies, Inc.",Scientific & Technical Instruments,21262831458
KFFB,Kentucky First Federal Bancorp,Banks - Regional,36551974
KFRC,Kforce Inc.,Staffing & Employment Services,1131386961
KFS,Kingsway Financial Services Inc.,Auto & Truck Dealerships,206804680
KFY,Korn Ferry,Staffing & Employment Services,2361693126
KGC,Kinross Gold Corporation,Gold,6469452000
KGEI,Kolibri Global Energy Inc.,Oil & Gas E&P,157175881
KGS,Kodiak Gas Services Inc.,Oil & Gas Equipment & Services,1342889984
KHC,The Kraft Heinz Company,Packaged Foods,38838531318
KIDS,OrthoPediatrics Corp.,Medical Devices,557169176
KIM,Kimco Realty Corporation,REIT - Retail,10711440138
KIND,"Nextdoor Holdings, Inc.",Internet Content & Information,670155151
KINS,"Kingstone Companies, Inc.",Insurance - Property & Casualty,20974590
KIQ,Kelso Technologies Inc.,Railroads,10054651
KIRK,"Kirkland's, Inc.",Specialty Retail,20538666
KITT,"Nauticus Robotics, Inc.",Aerospace & Defense,94682510
KKR,KKR & Co. Inc.,Asset Management,61604979227
KLAC,KLA Corporation,Semiconductor Equipment & Materials,62645411880
KLG,WK Kellogg Co,Packaged Foods,887621228
KLIC,"Kulicke and Soffa Industries, Inc.",Semiconductor Equipment & Materials,2413104109
KLTR,"Kaltura, Inc.",Software - Infrastructure,236819624
KLXE,"KLX Energy Services Holdings, Inc.",Oil & Gas Equipment & Services,169324368
KMB,Kimberly-Clark Corporation,Household & Personal Products,40390707364
KMDA,Kamada Ltd.,Drug Manufacturers - Specialty & Generic,250588384
KMI,"Kinder Morgan, Inc.",Oil & Gas Midstream,35853278810
KMPR,Kemper Corporation,Insurance - Property & Casualty,2700613608
KMT,Kennametal Inc.,Tools & Accessories,1834154712
KMX,"CarMax, Inc.",Auto & Truck Dealerships,9626387560
KN,Knowles Corporation,Communication Equipment,1183050366
KNDI,"Kandi Technologies Group, Inc.",Auto Parts,256878700
KNF,Knife River Corporation,Building Materials,2774572110
KNOP,KNOT Offshore Partners LP,Marine Shipping,194397521
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Biotechnology,1100216945
KNSL,"Kinsale Capital Group, Inc.",Insurance - Property & Casualty,7682942190
KNSW,KnightSwan Acquisition Corporation,Shell Companies,109663019
KNTE,Kinnate Biopharma Inc.,Biotechnology,53217237
KNTK,Kinetik Holdings Inc.,Oil & Gas Midstream,1914640552
KNW,"Know Labs, Inc.",Scientific & Technical Instruments,20853030
KNX,Knight-Swift Transportation Holdings Inc.,Trucking,7917922460
KO,The Coca-Cola Company,Beverages - Non-Alcoholic,242759467008
KOD,Kodiak Sciences Inc.,Biotechnology,74483544
KODK,Eastman Kodak Company,Specialty Business Services,298820736
KOF,"Coca-Cola FEMSA, SAB de CV",Beverages - Non-Alcoholic,16300340591
KOP,Koppers Holdings Inc.,Specialty Chemicals,758495748
KOPN,Kopin Corporation,Electronic Components,134868100
KORE,"KORE Group Holdings, Inc.",Telecom Services,39554538
KOS,Kosmos Energy Ltd.,Oil & Gas E&P,3349593462
KOSS,Koss Corporation,Consumer Electronics,24749264
KPLT,"Katapult Holdings, Inc.",Software - Infrastructure,39009617
KPRX,"Kiora Pharmaceuticals, Inc.",Biotechnology,4348955
KPTI,Karyopharm Therapeutics Inc.,Biotechnology,93771100
KR,The Kroger Co.,Grocery Stores,32333252762
KRC,Kilroy Realty Corporation,REIT - Office,3336057660
KREF,KKR Real Estate Finance Trust Inc.,REIT - Mortgage,722944064
KRG,Kite Realty Group Trust,REIT - Retail,4415978329
KRKR,36Kr Holdings Inc.,Internet Content & Information,29074212
KRMD,"KORU Medical Systems, Inc.",Medical Instruments & Supplies,105882712
KRNL,"Kernel Group Holdings, Inc.",Shell Companies,147707820
KRNT,Kornit Digital Ltd.,Specialty Industrial Machinery,674716672
KRNY,Kearny Financial Corp.,Banks - Regional,455924000
KRO,"Kronos Worldwide, Inc.",Specialty Chemicals,787934950
KRON,"Kronos Bio, Inc.",Biotechnology,49569025
KROS,"Keros Therapeutics, Inc.",Biotechnology,831162864
KRP,"Kimbell Royalty Partners, LP",Oil & Gas E&P,1658909168
KRT,Karat Packaging Inc.,Packaging & Containers,405037768
KRTX,"Karuna Therapeutics, Inc.",Biotechnology,6098416820
KRUS,"Kura Sushi USA, Inc.",Restaurants,635869968
KRYS,"Krystal Biotech, Inc.",Biotechnology,3257685054
KSCP,"Knightscope, Inc.",Security & Protection Services,53972933
KSS,Kohl's Corporation,Department Stores,2435158000
KT,KT Corporation,Telecom Services,5928708906
KTB,"Kontoor Brands, Inc.",Apparel Manufacturing,2635035885
KTCC,Key Tronic Corporation,Computer Hardware,41218077
KTOS,"Kratos Defense & Security Solutions, Inc.",Aerospace & Defense,2167464590
KTRA,"Kintara Therapeutics, Inc.",Biotechnology,6566502
KTTA,Pasithea Therapeutics Corp.,Biotechnology,7418166
KUKE,Kuke Music Holding Limited,Entertainment,35246802
KULR,"KULR Technology Group, Inc.",Electronic Components,38425912
KURA,"Kura Oncology, Inc.",Biotechnology,628030850
KVAC,Keen Vision Acquisition Corporation,Shell Companies,198405694
KVHI,"KVH Industries, Inc.",Communication Equipment,88495815
KVSA,Khosla Ventures Acquisition Co.,Shell Companies,72654320
KVUE,Kenvue Inc.,Household & Personal Products,35693549302
KVYO,"Klaviyo, Inc.",Software - Infrastructure,7026782540
KW,"Kennedy-Wilson Holdings, Inc.",Real Estate Services,1780023172
KWE,KWESST Micro Systems Inc.,Aerospace & Defense,8144331
KWR,Quaker Chemical Corporation,Specialty Chemicals,2564392530
KXIN,Kaixin Auto Holdings,Auto & Truck Dealerships,44211580
KYCH,Keyarch Acquisition Corporation,Shell Companies,63931431
KYMR,"Kymera Therapeutics, Inc.",Biotechnology,621726006
KZIA,Kazia Therapeutics Limited,Biotechnology,12526497
KZR,"Kezar Life Sciences, Inc.",Biotechnology,55173987
L,Loews Corporation,Insurance - Property & Casualty,14191280867
LAAC,Lithium Americas (Argentina) Corp.,Other Industrial Metals & Mining,891467360
LAB,Standard BioTools Inc.,Diagnostics & Research,152402064
LABP,"Landos Biopharma, Inc.",Biotechnology,12466920
LAC,Lithium Americas Corp.,Other Industrial Metals & Mining,1072929000
LAD,"Lithia Motors, Inc.",Auto & Truck Dealerships,6683388135
LADR,Ladder Capital Corp,REIT - Mortgage,1264043520
LAES,SEALSQ Corp,Semiconductors,12432944
LAKE,"Lakeland Industries, Inc.",Apparel Manufacturing,109072096
LAMR,Lamar Advertising Company,REIT - Specialty,8287308394
LANC,Lancaster Colony Corporation,Packaged Foods,4608781632
LAND,Gladstone Land Corporation,REIT - Industrial,486685472
LANV,Lanvin Group Holdings Limited,Luxury Goods,396541600
LARK,"Landmark Bancorp, Inc.",Banks - Regional,87708936
LASE,Laser Photonics Corporation,Specialty Industrial Machinery,7263010
LASR,"nLIGHT, Inc.",Semiconductors,383711625
LATG,LatAmGrowth SPAC,Shell Companies,96912745
LAUR,"Laureate Education, Inc.",Education & Training Services,2256107000
LAW,"CS Disco, Inc.",Software - Application,336172538
LAZ,Lazard Ltd,Capital Markets,2474120256
LAZR,"Luminar Technologies, Inc.",Auto Parts,1202370422
LAZY,"Lazydays Holdings, Inc.",Auto & Truck Dealerships,88462414
LBAI,"Lakeland Bancorp, Inc.",Banks - Regional,733541784
LBBB,Lakeshore Acquisition II Corp.,Shell Companies,62393384
LBC,Luther Burbank Corporation,Banks - Regional,410264316
LBPH,"Longboard Pharmaceuticals, Inc.",Biotechnology,124086605
LBRDA,Liberty Broadband Corporation,Telecom Services,11856687672
LBRDK,Liberty Broadband Corporation,Telecom Services,11820357865
LBRT,Liberty Energy Inc.,Oil & Gas Equipment & Services,3287856000
LBTYA,Liberty Global plc,Telecom Services,6868016008
LBTYB,Liberty Global plc,Telecom Services,6745487872
LBTYK,Liberty Global plc,Telecom Services,6888922742
LC,LendingClub Corporation,Credit Services,555920430
